feature,changed_feature
it is white,is white
it is used by important people,is used by important people
it has a siren,has a siren
it is a mammal,is a mammal
it has a mane,has a mane
it is a cat,is a cat
it is a carnivore,is a carnivore
it has sharp teeth,has sharp teeth
it has claws,has claws
it is the king of the jungle,is the king of the jungle
it is large,is large
it lives in africa,lives in africa
it is used by zookeepers,is used by zookeepers
it has a long tail,has a long tail
it is dangerous,is dangerous
it has a shell,has a shell
it has claws,has claws
it is large,is large
it lives in the ocean,lives in the ocean
it has a tail,has a tail
it has legs,has legs
it needs water to live,needs water to live
it is found in maine,is found in maine
it is found in the atlantic ocean,is found in the atlantic ocean
it can be boiled,can be boiled
it is found in the gulf of maine,is found in the gulf of maine
it is found in new england,is found in new england
it is used by farmers,is used by farmers
it is used for cutting,is used for cutting
it is used for cutting trees,is used for cutting trees
it is used for cutting sugar cane,is used for cutting sugar cane
it is used for cutting coconuts,is used for cutting coconuts
it is used to cut grass,is used to cut grass
it is used for clearing bushes,is used for clearing bushes
it has a long blade,has a long blade
it has a sharp edge,has a sharp edge
it has a handle,has a handle
it is round,is round
it is small,is small
it has a shine,has a shine
it is used by children,is used by children
it is made of glass,is made of glass
it has a hole in the middle,has a hole in the middle
it has 4 colours,has 4 colours
it is used for games,is used for games
it is used for decoration,is used for decoration
it has a smooth surface,has a smooth surface
it is used in the kitchen,is used in the kitchen
it is used by scientists,is used by scientists
it magnifies objects,magnifies objects
it is used for viewing,is used for viewing
it is used for research,is used for research
it has a lens,has a lens
it is used to study things,is used to study things
it has a light source,has a light source
it has a stand,has a stand
it has a base,has a base
it is used by cooks,is used by cooks
it is used for heating food,is used for heating food
it is used for cooking food,is used for cooking food
it is used for warming food,is used for warming food
it has a door,has a door
it is used by chefs,is used by chefs
it has buttons,has buttons
it is used for warming food in the kitchen,is used for warming food in the kitchen
it has a timer,has a timer
it is used in kitchens,is used in kitchens
it is clear,is clear
it is shiny,is shiny
it is reflective,is reflective
it shows images,shows images
it shows faces,shows faces
it shows reflections,shows reflections
it is used by people,is used by people
it is used to see faces,is used to see faces
it is used to see images,is used to see images
it reflects light,reflects light
it reflects images,reflects images
it reflects people,reflects people
it reflects things,reflects things
it is large,is large
it has antlers,has antlers
it is hairy,is hairy
it is brown,is brown
it has big feet,has big feet
it is a mammal,is a mammal
it has antlers,has antlers
it is an animal,is an animal
it lives in the forest,lives in the forest
it has antlers,has antlers
it eats leaves,eats leaves
it has long legs,has long legs
it is a flying insect,is a flying insect
it has wings,has wings
it has a proboscis,has a proboscis
it is an insect,is an insect
it has antennae,has antennae
it has legs,has legs
it has a body,has a body
it flies at night,flies at night
it is attracted to light,is attracted to light
it is attracted to fire,is attracted to fire
it has an engine,has an engine
it is used for transportation,is used for transportation
it has wheels,has wheels
it has a frame,has a frame
it is used by bikers,is used by bikers
it has a seat,has a seat
it has handlebars,has handlebars
it is used for racing,is used for racing
it is loud,is loud
it requires fuel,requires fuel
it is used by males,is used by males
it requires a license to drive,requires a license to drive
it requires drivers,requires drivers
it is used for drinking,is used for drinking
it is made of ceramic,is made of ceramic
it has a handle,has a handle
it is used for hot drinks,is used for hot drinks
it is used for cold drinks,is used for cold drinks
it is white,is white
it has a lid,has a lid
it has a handle,has a handle
it has a base,has a base
it has a lid,has a lid
it is made of porcelain,is made of porcelain
it is a fungus,is a fungus
it has a cap,has a cap
it is white,is white
it is round,is round
it is small,is small
it grows underground,grows underground
it has a stem,has a stem
it contains spores,contains spores
it is brown,is brown
it grows in damp places,grows in damp places
it is used as food,is used as food
it requires sunlight,requires sunlight
it is used for cleaning,is used for cleaning
it is used for wiping,is used for wiping
it is made of paper,is made of paper
it is used for drying,is used for drying
it is used for spills,is used for spills
it is used for face wiping,is used for face wiping
it has a pattern,has a pattern
it has a colour,has a colour
it is used at restaurants,is used at restaurants
it has a size,has a size
it is made of metal,is made of metal
it is worn around the neck,is worn around the neck
it is used to show status,is used to show status
it is worn by women,is worn by women
it is worn by men,is worn by men
it is worn by girls,is worn by girls
it is used to show wealth,is used to show wealth
it has gems,has gems
it has pearls,has pearls
it is made of gold,is made of gold
it is made of silver,is made of silver
it lives in the ocean,lives in the ocean
it has 8 legs,has 8 legs
it has a beak,has a beak
it has eyes,has eyes
it has tentacles,has tentacles
it is slimy,is slimy
it is used by fishermen,is used by fishermen
it is used for food,is used for food
it is used for pets,is used for pets
it has suckers,has suckers
it is found in water,is found in water
it is a sea animal,is a sea animal
it is green,is green
it is round,is round
it is small,is small
it is used in salads,is used in salads
it is bitter,is bitter
it has a pit,has a pit
it grows on trees,grows on trees
it has skin,has skin
it is used in cooking,is used in cooking
it is a fruit,is a fruit
it is round,is round
it is edible,is edible
it is juicy,is juicy
it is a fruit,is a fruit
it grows on trees,grows on trees
it has a peel,has a peel
it has sections,has sections
it has a skin,has a skin
it has seeds,has seeds
it is a bird,is a bird
it is large,is large
it has long legs,has long legs
it is tall,is tall
it has a long neck,has a long neck
it has feathers,has feathers
it has wings,has wings
it has a beak,has a beak
it is a desert animal,is a desert animal
it is yellow,is yellow
it is aquatic,is aquatic
it is furry,is furry
it has whiskers,has whiskers
it has a tail,has a tail
it has a flat nose,has a flat nose
it has webbed feet,has webbed feet
it is slender,is slender
it is long,is long
it has a thick coat of fur,has a thick coat of fur
it has sharp claws,has sharp claws
it has a short muzzle,has a short muzzle
it is playful,is playful
it is used for cooking,is used for cooking
it is used for baking,is used for baking
it is used for roasting,is used for roasting
it is used for broiling,is used for broiling
it is used for heating,is used for heating
it has a door,has a door
it has a handle,has a handle
it has a dial,has a dial
it has a knob,has a knob
it has a handle,has a handle
it has a window,has a window
it is made of metal,is made of metal
it has feathers,has feathers
it has wings,has wings
it has a beak,has a beak
it has big eyes,has big eyes
it is nocturnal,is nocturnal
it is a bird of prey,is a bird of prey
it has big eyes,has big eyes
it is associated with the night,is associated with the night
it is found in trees,is found in trees
it is found in forests,is found in forests
it is black,is black
it is a cat,is a cat
it is big,is big
it is a big cat,is a big cat
it has spots,has spots
it has claws,has claws
it has a tail,has a tail
it has whiskers,has whiskers
it is fast,is fast
it is endangered,is endangered
it is an endangered species,is an endangered species
it is a species,is a species
it eats meat,eats meat
it is strong,is strong
it eats fish,eats fish
it has a long life span,has a long life span
it is green,is green
it is used in cooking,is used in cooking
it is used in salads,is used in salads
it is used in soups,is used in soups
it has small leaves,has small leaves
it is used as a garnish,is used as a garnish
it is used to make tea,is used to make tea
it has curly leaves,has curly leaves
it has small flowers,has small flowers
it grows in gardens,grows in gardens
it is round,is round
it is orange,is orange
it is yellow,is yellow
it has a sweet taste,has a sweet taste
it has skin,has skin
it is juicy,is juicy
it grows on trees,grows on trees
it has a hard pit,has a hard pit
it is used for eating,is used for eating
it is used for fruit salads,is used for fruit salads
it has seeds,has seeds
it is not grown in canada,is not grown in canada
it is a summer fruit,is a summer fruit
it has a long tail,has a long tail
it is colourful,is colourful
it lives in india,lives in india
it has a loud cry,has a loud cry
it is associated with india,is associated with india
it is a bird,is a bird
it has feathers,has feathers
it is associated with hinduism,is associated with hinduism
it is used in dances,is used in dances
it has blue and green feathers,has blue and green feathers
it has colourful feathers,has colourful feathers
it is round,is round
it is brown,is brown
it is small,is small
it has a hard skin,has a hard skin
it has seeds,has seeds
it has a stem,has a stem
it grows on trees,grows on trees
it is juicy,is juicy
it is sweet,is sweet
it contains vitamin c,contains vitamin c
it is used for holding things together,is used for holding things together
it is small,is small
it has a hole,has a hole
it is used to hold things together,is used to hold things together
it is made of wood,is made of wood
it is used to hang things on the wall,is used to hang things on the wall
it has a shape,has a shape
it has a smooth surface,has a smooth surface
it has a pointed end,has a pointed end
it is used to hold papers,is used to hold papers
it is a bird,is a bird
it has a beak,has a beak
it has a pouch,has a pouch
it has a wingspan,has a wingspan
it is large,is large
it is found in australia,is found in australia
it has a long neck,has a long neck
it is found in warm climates,is found in warm climates
it has white feathers,has white feathers
it has brown feathers,has brown feathers
it is used for writing,is used for writing
it is used by teachers,is used by teachers
it is used by students,is used by students
it is used for writing on paper,is used for writing on paper
it is used for writing on blackboards,is used for writing on blackboards
it requires ink,requires ink
it requires a cap,requires a cap
it has a tip,has a tip
it is used to write on paper,is used to write on paper
it is used for writing,is used for writing
it is made of wood,is made of wood
it is used by artists,is used by artists
it has an eraser,has an eraser
it is made of lead,is made of lead
it has a sharpener,has a sharpener
it is used for writing on paper,is used for writing on paper
it is associated with writing,is associated with writing
it has a point,has a point
it is used by children,is used by children
it has different colours,has different colours
it is a bird,is a bird
it is black,is black
it is white,is white
it lives in cold regions,lives in cold regions
it has a beak,has a beak
it has feathers,has feathers
it has wings,has wings
it has a tail,has a tail
it has a body,has a body
it eats fish,eats fish
it can fly but not for long distances,can fly but not for long distances
it is found in antarctica,is found in antarctica
it requires a keyboard,requires a keyboard
it has 88 keys,has 88 keys
it is used by musicians,is used by musicians
it is used for classical music,is used for classical music
it is large,is large
it has pedals,has pedals
it is used by pianists,is used by pianists
it is used for playing music,is used for playing music
it has strings,has strings
it is used for playing music in a concert hall,is used for playing music in a concert hall
it has a lid,has a lid
it is baked,is baked
it is sweet,is sweet
it has a crust,has a crust
it has a top and bottom,has a top and bottom
it has a filling,has a filling
it is made of fruit,is made of fruit
it is made of sweetened dough,is made of sweetened dough
it is made of pastry,is made of pastry
it has a filling and a topping,has a filling and a topping
it has a pastry shell,has a pastry shell
it is served hot,is served hot
it is served cold,is served cold
it is a mammal,is a mammal
it has a snout,has a snout
it has a curly tail,has a curly tail
it has 4 legs,has 4 legs
it has a hairy skin,has a hairy skin
it has a long snout,has a long snout
it has 4 legs,has 4 legs
it is a farm animal,is a farm animal
it is used for meat,is used for meat
it lives in mud,lives in mud
it is grey,is grey
it is a bird,is a bird
it has wings,has wings
it has feathers,has feathers
it has a beak,has a beak
it has a head,has a head
it has eyes,has eyes
it has a body,has a body
it can fly,can fly
it can walk,can walk
it eats seeds,eats seeds
it builds nests,builds nests
it is used by people,is used by people
it is soft,is soft
it is used for sleeping,is used for sleeping
it is used by people on beds,is used by people on beds
it is used for resting,is used for resting
it is used for comfort,is used for comfort
it is used for resting heads,is used for resting heads
it is used for sleeping,is used for sleeping
it has a pillowcase,has a pillowcase
it is a fruit,is a fruit
it has a hard skin,has a hard skin
it is sweet,is sweet
it grows on trees,grows on trees
it is yellow,is yellow
it has leaves,has leaves
it is big,is big
it contains juice,contains juice
it has a crown,has a crown
it is an animal,is an animal
it is furry,is furry
it lives in australia,lives in australia
it has fur,has fur
it has a bill,has a bill
it has a tail,has a tail
it has webbed feet,has webbed feet
it has a duck bill,has a duck bill
it lays eggs,lays eggs
it is a mammal,is a mammal
it is an egg layer,is an egg layer
it lives in the water,lives in the water
it is used for cutting,is used for cutting
it is used for gripping,is used for gripping
it is used for bending,is used for bending
it is used to pull,is used to pull
it is used by mechanics,is used by mechanics
it is used by electricians,is used by electricians
it is used for holding small objects,is used for holding small objects
it has two ends,has two ends
it has two handles,has two handles
it requires two hands to use,requires two hands to use
it is round,is round
it is purple,is purple
it is sweet,is sweet
it is a fruit,is a fruit
it is sour,is sour
it grows on trees,grows on trees
it has a stone,has a stone
it has seeds,has seeds
it grows in warm climates,grows in warm climates
it requires peeling,requires peeling
it is used to make jam,is used to make jam
it is a mammal,is a mammal
it has hair,has hair
it has hooves,has hooves
it has a tail,has a tail
it is used by children,is used by children
it has fur,has fur
it is domesticated,is domesticated
it is used by children for riding,is used by children for riding
it has four legs,has four legs
it is used for entertainment,is used for entertainment
it is large,is large
it is used by wildlife,is used by wildlife
it has quills,has quills
it is used by animals,is used by animals
it has spikes,has spikes
it has hair,has hair
it has a small tail,has a small tail
it is used by animals in the wild,is used by animals in the wild
it is used for protection,is used for protection
it is used by animals for survival,is used by animals for survival
it has a long nose and sharp teeth,has a long nose and sharp teeth
it is round,is round
it is white,is white
it has skin,has skin
it is used as a vegetable,is used as a vegetable
it is cooked,is cooked
it is peeled,is peeled
it is made of starch,is made of starch
it has eyes,has eyes
it is used as a snack food,is used as a snack food
it can be fried,can be fried
it grows underground,grows underground
it is used for displaying information,is used for displaying information
it is used in schools,is used in schools
it has a screen,has a screen
it is used for educating,is used for educating
it is used to display pictures,is used to display pictures
it is used to display text,is used to display text
it has a light source,has a light source
it can be portable,can be portable
it has a lens,has a lens
it has a focus knob,has a focus knob
it is dried,is dried
it is wrinkled,is wrinkled
it is small,is small
it is wrinkly,is wrinkly
it is brown,is brown
it is used by the elderly,is used by the elderly
it grows on trees,grows on trees
it is used for constipation,is used for constipation
it is used for diarrhea,is used for diarrhea
it has a seed inside,has a seed inside
it comes in a package,comes in a package
it is orange,is orange
it has a hard shell,has a hard shell
it has a stem,has a stem
it is round,is round
it is large,is large
it grows on the ground,grows on the ground
it is used for halloween,is used for halloween
it has a thick skin,has a thick skin
it has seeds,has seeds
it is used for carving pumpkins,is used for carving pumpkins
it is used for halloween decorations,is used for halloween decorations
it is small,is small
it is furry,is furry
it has long ears,has long ears
it has long legs,has long legs
it has a short tail,has a short tail
it has fur,has fur
it is white,is white
it is used for pets,is used for pets
it has large eyes,has large eyes
it is used for meat,is used for meat
it lives in burrows,lives in burrows
it needs water to drink,needs water to drink
it lives in groups,lives in groups
it is a mammal,is a mammal
it has a tail,has a tail
it is nocturnal,is nocturnal
it has 4 legs,has 4 legs
it has fur,has fur
it has a long snout,has a long snout
it has sharp claws,has sharp claws
it has a ringed tail,has a ringed tail
it has a bushy tail,has a bushy tail
it is omnivorous,is omnivorous
it is found in north america,is found in north america
it is used for entertainment,is used for entertainment
it is used for news,is used for news
it has a volume,has a volume
it requires batteries,requires batteries
it is used for communication,is used for communication
it has a knob,has a knob
it is used for music,is used for music
it is used for information,is used for information
it has a speaker,has a speaker
it plays music,plays music
it plays sound,plays sound
it is a bird,is a bird
it has a bill,has a bill
it has feathers,has feathers
it has wings,has wings
it has a webbed foot,has a webbed foot
it lays eggs,lays eggs
it quacks,quacks
it is related to geese,is related to geese
it flies,flies
it is hunted by people,is hunted by people
it has a long neck,has a long neck
it is an animal,is an animal
it lives in the sky,lives in the sky
it has a sharp beak,has a sharp beak
it is a bird of prey,is a bird of prey
it is big,is big
it has a sharp beak,has a sharp beak
it has claws,has claws
it is a hunter,is a hunter
it flies,flies
it is brown,is brown
it eats rabbits,eats rabbits
it lives in water,lives in water
it is slimy,is slimy
it is an animal,is an animal
it has gills,has gills
it is long,is long
it has a tail,has a tail
it is a fish,is a fish
it lays eggs,lays eggs
it has scales,has scales
it tastes good,tastes good
it is slimy,is slimy
it is big,is big
it has a trunk,has a trunk
it lives in the jungle,lives in the jungle
it is an animal,is an animal
it has tusks,has tusks
it has a tail,has a tail
it eats leaves,eats leaves
it eats grass,eats grass
it is wrinkled,is wrinkled
it has a long nose,has a long nose
it walks slowly,walks slowly
it has four legs,has four legs
it is gray,is gray
it is paper,is paper
it is used to mail letters,is used to mail letters
it has a stamp,has a stamp
it has a stamp on it,has a stamp on it
it is sent through the mail,is sent through the mail
it is used to send letters,is used to send letters
it has a flap,has a flap
it has a stamp on the flap,has a stamp on the flap
it has a string attached to it,has a string attached to it
it has a gate,has a gate
it is made from wood,is made from wood
it surrounds a field,surrounds a field
it has posts,has posts
it has a barbed wire,has a barbed wire
it is made from wood,is made from wood
it is tall,is tall
it is made from wood,is made from wood
it has a gate,has a gate
it keeps animals in,keeps animals in
it has posts,has posts
it lives in africa,lives in africa
it is pink,is pink
it has a long neck,has a long neck
it is a bird,is a bird
it has a long leg,has a long leg
it has a long beak,has a long beak
it lives in water,lives in water
it eats fish,eats fish
it lays eggs,lays eggs
it is a wading bird,is a wading bird
it is made from wood,is made from wood
it is played by musicians,is played by musicians
it is made from a tree,is made from a tree
it is hollow,is hollow
it is played by musicians,is played by musicians
it has holes,has holes
it is played with a mouthpiece,is played with a mouthpiece
it makes music,makes music
it is round,is round
it has a ball,has a ball
it is played with your feet,is played with your feet
it has a large ball,has a large ball
it is made of leather,is made of leather
it has a small ball,has a small ball
it is made of rubber,is made of rubber
it is used for games,is used for games
it has a net,has a net
it is made of synthetic material,is made of synthetic material
it has goals,has goals
it is used for eating,is used for eating
it has prongs,has prongs
it is a utensil,is a utensil
it is made from metal,is made from metal
it is a tool,is a tool
it has a handle,has a handle
it has a point,has a point
it is used for eating food,is used for eating food
it has tines,has tines
it lives in the woods,lives in the woods
it is a carnivore,is a carnivore
it is hunted by people,is hunted by people
it is a mammal,is a mammal
it has fur,has fur
it has a tail,has a tail
it has sharp teeth and claws,has sharp teeth and claws
it eats small animals,eats small animals
it is a relative of dogs,is a relative of dogs
it is wolves,is wolves
it has a bushy tail,has a bushy tail
it is an amphibian,is an amphibian
it lives in ponds,lives in ponds
it is slimy,is slimy
it has a long tongue,has a long tongue
it has warts,has warts
it is an animal,is an animal
it has legs,has legs
it has webbed feet,has webbed feet
it eats insects,eats insects
it eats flies,eats flies
it is small,is small
it hops,hops
it is a relative of toads,is a relative of toads
it is a vegetable,is a vegetable
it is spicy,is spicy
it is used for cooking,is used for cooking
it is used for flavoring,is used for flavoring
it is used for seasoning,is used for seasoning
it is used for seasoning food,is used for seasoning food
it is used for flavoring food,is used for flavoring food
it is used for cooking food,is used for cooking food
it is used for flavoring food,is used for flavoring food
it has cloves,has cloves
it grows underground,grows underground
it has skin,has skin
it is made of wood,is made of wood
it is tall,is tall
it has hinges,has hinges
it is used to keep people out,is used to keep people out
it is used to keep animals in,is used to keep animals in
it has a handle,has a handle
it has a lock,has a lock
it has a latch,has a latch
it has a post,has a post
it swings open and closed,swings open and closed
it lives in africa,lives in africa
it is tall,is tall
it eats leaves,eats leaves
it has a long neck,has a long neck
it is a mammal,is a mammal
it has a long tongue,has a long tongue
it has spots,has spots
it is a herbivore,is a herbivore
it eats acacia trees,eats acacia trees
it has spots,has spots
it has long legs,has long legs
it has a tail,has a tail
it is an animal,is an animal
it is a mammal,is a mammal
it has horns,has horns
it has a beard,has a beard
it is a relative of sheep,is a relative of sheep
it has fur,has fur
it is male,is male
it has hooves,has hooves
it is an animal,is an animal
it eats grass,eats grass
it lives in africa,lives in africa
it is brown,is brown
it eats,eats
it is slimy,is slimy
it eats plants,eats plants
it lives in water,lives in water
it is an animal,is an animal
it has gills,has gills
it lays eggs,lays eggs
it has scales,has scales
it is a fish,is a fish
it swims,swims
it has fins,has fins
it is edible,is edible
it is a bird,is a bird
it is white,is white
it lays eggs,lays eggs
it is domesticated,is domesticated
it has wings,has wings
it has feathers,has feathers
it has a beak,has a beak
it lives on farms,lives on farms
it has wings,has wings
it is hunted for food,is hunted for food
it is a primate,is a primate
it has hair,has hair
it is big,is big
it eats leaves,eats leaves
it is strong,is strong
it lives in africa,lives in africa
it is an animal,is an animal
it lives in trees,lives in trees
it has a tail,has a tail
it is an ape,is an ape
it has a long nose,has a long nose
it is red,is red
it is grown on vines,is grown on vines
it is grown in bunches,is grown in bunches
it is round,is round
it is eaten fresh,is eaten fresh
it is grown in clusters,is grown in clusters
it has seeds,has seeds
it is sweet,is sweet
it grows on vines,grows on vines
it is made into wine,is made into wine
it has skin,has skin
it is juicy,is juicy
it has juice,has juice
it is yellow,is yellow
it is big,is big
it is juicy,is juicy
it is sweet,is sweet
it is eaten for breakfast,is eaten for breakfast
it is an orange,is an orange
it grows on trees,grows on trees
it has seeds,has seeds
it has a peel,has a peel
it has a rind,has a rind
it has a thick skin,has a thick skin
you can eat the flesh and peel of a grapefruit,can eat the flesh and peel of a grapefruit
it lives in grass,lives in grass
it has wings,has wings
it has antennae,has antennae
it is green,is green
it is an insect,is an insect
it hops,hops
it makes noise,makes noise
it is brown,is brown
it eats plants,eats plants
it is green,is green
it lays eggs,lays eggs
it is an animal,is an animal
it is used for cheese,is used for cheese
it has a handle,has a handle
it has holes,has holes
it has a blade,has a blade
it is used for cheese,is used for cheese
it is a weapon,is a weapon
it has a pin,has a pin
it is explosive,is explosive
it is round,is round
it is used in wars,is used in wars
it is dangerous,is dangerous
it has a fuse,has a fuse
it is used to kill people,is used to kill people
it is made from wood,is made from wood
it has strings,has strings
it is played with fingers,is played with fingers
it has frets,has frets
it is played with a pick,is played with a pick
it has a body,has a body
it has a neck,has a neck
it is played with a plectrum,is played with a plectrum
it is made from wood,is made from wood
it has six strings,has six strings
it is played in rock bands,is played in rock bands
it is used to shoot people,is used to shoot people
it has a trigger,has a trigger
it is used to kill people,is used to kill people
it has a barrel,has a barrel
it is used by police,is used by police
it has a handle,has a handle
it can kill people,can kill people
it is heavy,is heavy
it makes a loud noise,makes a loud noise
it can be fired,can be fired
it is dangerous,is dangerous
it is used to hit things,is used to hit things
it has a handle,has a handle
it has a head,has a head
it is used to drive nails,is used to drive nails
it is used to pound things,is used to pound things
it is used to hit nails,is used to hit nails
it is used to pound in stakes,is used to pound in stakes
it is made of metal,is made of metal
it has a head,has a head
it has a handle,has a handle
it is a rodent,is a rodent
it lives in a cage,lives in a cage
it has a long tail,has a long tail
it is small,is small
it is furry,is furry
it is a pet,is a pet
it lives in a cage,lives in a cage
it eats grass,eats grass
it is a mammal,is a mammal
it has ears,has ears
it has fur,has fur
it has a nose,has a nose
it is an animal,is an animal
it has whiskers,has whiskers
it is played,is played
it is used for music,is used for music
it is small,is small
it has keys,has keys
it is played with the mouth,is played with the mouth
it is played by musicians,is played by musicians
it has holes,has holes
it is an instrument,is an instrument
it has holes,has holes
it is made of wood,is made of wood
it has strings,has strings
it has a sound box,has a sound box
it is played with your fingers,is played with your fingers
it is played with your hands,is played with your hands
it is played with your arms,is played with your arms
it is played with your feet,is played with your feet
it is played with a bow,is played with a bow
it is played with a plectrum,is played with a plectrum
it is played with a bow and a plectrum,is played with a bow and a plectrum
it is used for cutting wood,is used for cutting wood
it is used for carpentry,is used for carpentry
it is used for splitting wood,is used for splitting wood
it has a handle,has a handle
it has a blade,has a blade
it is sharp,is sharp
it has a blade,has a blade
it cuts wood,cuts wood
it chops down trees,chops down trees
it is a bird,is a bird
it has a hooked beak,has a hooked beak
it has a sharp beak,has a sharp beak
it is an animal,is an animal
it eats mice,eats mice
it eats rabbits,eats rabbits
it eats birds,eats birds
it eats squirrels,eats squirrels
it eats mice,eats mice
it eats chickens,eats chickens
it is black,is black
it is white,is white
it has wings,has wings
it has blades,has blades
it has a propeller,has a propeller
it takes off vertically,takes off vertically
it is used for transport,is used for transport
it is made from metal,is made from metal
it can fly,can fly
it can change direction,can change direction
it has a pilot,has a pilot
it is worn on the head,is worn on the head
it protects the head,protects the head
it is made from metal,is made from metal
it is heavy,is heavy
it is used for protection,is used for protection
it is a weapon,is a weapon
it has a visor,has a visor
it has a face guard,has a face guard
it is used in sports,is used in sports
it is used in battle,is used in battle
it is used for farming,is used for farming
it is made from wood,is made from wood
it has a handle,has a handle
it is a tool,is a tool
it is used to dig up plants,is used to dig up plants
it is used to cut down plants,is used to cut down plants
it has a sharp edge,has a sharp edge
it has a flat blade,has a flat blade
it is used for digging in the ground,is used for digging in the ground
it is used for cutting down plants,is used for cutting down plants
it is a mammal,is a mammal
it has a long neck,has a long neck
it has a mane,has a mane
it has a tail,has a tail
it has legs,has legs
it lives in fields,lives in fields
it is a relative of cows,is a relative of cows
it is a herbivore,is a herbivore
it eats grass,eats grass
it eats hay,eats hay
it is big,is big
it is long,is long
it is used for watering plants,is used for watering plants
it is made from rubber,is made from rubber
it has a nozzle,has a nozzle
it is used for watering plants,is used for watering plants
it is made from rubber,is made from rubber
it has a nozzle,has a nozzle
it has a handle,has a handle
it is used for watering plants,is used for watering plants
it is a garden tool,is a garden tool
it is a scavenger,is a scavenger
it lives in africa,lives in africa
it is a carnivore,is a carnivore
it has a long tongue,has a long tongue
it eats meat,eats meat
it is hunted by lions,is hunted by lions
it has a long tail,has a long tail
it eats the dead bodies of animals and people,eats the dead bodies of animals and people
it has a mane,has a mane
it has yellow eyes,has yellow eyes
it is an animal,is an animal
it is big,is big
it lives on trees,lives on trees
it is a reptile,is a reptile
it has a long tail,has a long tail
it is big,is big
it is green,is green
it lives in the rainforest,lives in the rainforest
it eats leaves,eats leaves
it is an animal,is an animal
it has scales,has scales
it has claws,has claws
it has a tongue,has a tongue
it is an animal,is an animal
it is worn by people,is worn by people
it is worn in the winter,is worn in the winter
it is made from wool,is made from wool
it is made from cotton,is made from cotton
it has sleeves,has sleeves
it has buttons,has buttons
it has pockets,has pockets
it is for men,is for men
it is for women,is for women
it is warm,is warm
it keeps you warm,keeps you warm
it protects you from the cold,protects you from the cold
it is made from glass,is made from glass
it is a container,is a container
it is a box,is a box
it is a bottle,is a bottle
it has a lid,has a lid
it is used for storing things,is used for storing things
it holds things,holds things
it can be stored in a cupboard,can be stored in a cupboard
it has a handle,has a handle
it has a spout,has a spout
they are made from cotton,are made from cotton
they are blue,are blue
they are worn by teenagers,are worn by teenagers
they are old,are old
they are worn by boys,are worn by boys
they are worn by girls,are worn by girls
they are old fashioned,are old fashioned
they are worn by older people,are worn by older people
they are worn by people who work on farms,are worn by people who work on farms
they are worn by people who work in the country,are worn by people who work in the country
it is a four - wheeled vehicle,is a four - wheeled vehicle
it has seats,has seats
it has doors,has doors
it has windows,has windows
it has a steering wheel,has a steering wheel
it has an engine,has an engine
it is used for transportation,is used for transportation
it is used for hunting,is used for hunting
it is used for fishing,is used for fishing
it has a horn,has a horn
it is made from metal,is made from metal
it is old,is old
it is rusty,is rusty
it has a handle,has a handle
it has a lid,has a lid
it is black,is black
it has a spout,has a spout
it has a hole in the bottom,has a hole in the bottom
it is used for boiling water,is used for boiling water
it has a whistle,has a whistle
it fits a lock,fits a lock
it is used to open locks,is used to open locks
it is small,is small
it opens things,opens things
it is made of metal,is made of metal
it is used for locks,is used for locks
it has a hole in the middle,has a hole in the middle
it has teeth,has teeth
it has a tail,has a tail
it has a beak,has a beak
it is a bird,is a bird
it is an animal,is an animal
it has wings,has wings
it eats meat,eats meat
it has feathers,has feathers
it lives in trees,lives in trees
it flies,flies
it is large,is large
it has a hooked beak,has a hooked beak
it is a carnivore,is a carnivore
it is sharp,is sharp
it is used for cutting,is used for cutting
it has a handle,has a handle
it has a blade,has a blade
it is made of steel,is made of steel
it is made for cutting meat,is made for cutting meat
it is made of iron,is made of iron
it has a sharp edge,has a sharp edge
it cuts meat,cuts meat
it is used for killing animals,is used for killing animals
it is used for killing people,is used for killing people
it is used for serving food,is used for serving food
it is made of metal,is made of metal
it has a handle,has a handle
it has a bowl,has a bowl
it is used for stirring soup,is used for stirring soup
it has a flat bottom,has a flat bottom
it is used for serving food,is used for serving food
it is made of silver,is made of silver
it has a handle,has a handle
it is used for stirring soup,is used for stirring soup
it is young,is young
it is a baby,is a baby
it is a sheep,is a sheep
it has wool,has wool
it has a tail,has a tail
it has four legs,has four legs
it has horns,has horns
it has hooves,has hooves
it has a nose,has a nose
it eats grass,eats grass
it lives on farms,lives on farms
it is a relative of sheep,is a relative of sheep
it is an animal,is an animal
it is used for lighting,is used for lighting
it has a switch,has a switch
it is used for reading,is used for reading
it has a shade,has a shade
it has a cord,has a cord
it is made of glass,is made of glass
it has a plug,has a plug
it can be turned on and off,can be turned on and off
it is made of metal,is made of metal
it is turned on and off with a switch,is turned on and off with a switch
it is made from glass,is made from glass
it has a handle,has a handle
it is made from metal,is made from metal
it is small,is small
it has a handle,has a handle
it has a glass cover,has a glass cover
it is used for light,is used for light
it has a wick,has a wick
it burns oil,burns oil
it is made from tin,is made from tin
it holds oil,holds oil
it has an opening,has an opening
it is yellow,is yellow
it is a fruit,is a fruit
it is sour,is sour
it is a citrus fruit,is a citrus fruit
it is a lemon,is a lemon
it has seeds,has seeds
it has a peel,has a peel
it grows on trees,grows on trees
it has a smell,has a smell
it is bitter,is bitter
it has juice,has juice
it is used for cleaning,is used for cleaning
it is a cat,is a cat
it lives in africa,lives in africa
it has spots,has spots
it is large,is large
it has long whiskers,has long whiskers
