index,concept_id,feature,name,source
1705,moth,has a long proboscis,gpt_3_filtered_overlap,gpt
1706,hydrant,has a wheel,gpt_3_filtered,gpt
1707,boy,has a brain,gpt_3_filtered,gpt
1708,grasshopper,has antennae,mcrae,human
1709,bell,makes a ringing sound,gpt_3_unfiltered,gpt
1710,shawl,is warm,gpt_3_filtered,gpt
1711,bureau,has drawers,mcrae,human
1712,beetle,has a stinger,gpt_3_filtered,gpt
1713,corkscrew,is twisted,gpt_3_filtered_overlap,gpt
1714,hornet,stings,mcrae,human
1715,surfboard,does float,cslb,human
1716,gas_mask,is used to keep out chemicals,gpt_3_unfiltered,gpt
1717,banjo,is played with a plectrum,gpt_3_filtered_overlap,gpt
1718,spoon,part of table setting,mcrae,human
1719,train,has wheels,gpt_3_filtered_overlap,gpt
1720,cow,is a mammal,cslb,human
1721,magnet,has two ends,gpt_3_filtered,gpt
1722,corset,is worn to shape,gpt_3_unfiltered,gpt
1723,seed,grows in gardens,gpt_3_unfiltered,gpt
1724,cup,found in kitchens,mcrae,human
1725,skirt,made of polyester,cslb,human
1726,goldfish,has whiskers,gpt_3_filtered_overlap,gpt
1727,tree_trunk,has fruit,gpt_3_filtered,gpt
1728,gorilla,has long hair,gpt_3_unfiltered,gpt
1729,jam,is a condiment,cslb,human
1730,pepperoni,is made of meat,gpt_3_filtered,gpt
1731,cookie_sheet,has a smooth surface,gpt_3_unfiltered,gpt
1732,hatchet,is used to cut branches,gpt_3_filtered_overlap,gpt
1733,thermostat,is used to control temperature in the room,gpt_3_unfiltered,gpt
1734,parka,has a lining,cslb,human
1735,nut,contains a kernel,gpt_3_unfiltered,gpt
1736,folder,is used to hold letters,gpt_3_unfiltered,gpt
1737,gasket,is used to stop water from leaking,gpt_3_unfiltered,gpt
1738,ox,is an animal,cslb,human
1739,wagon,made of metal,mcrae,human
1740,graffiti,is found in cities,gpt_3_filtered,gpt
1741,raspberry,is eaten in pies,gpt_3_filtered,gpt
1742,apron,is worn by people,gpt_3_filtered_overlap,gpt
1743,coverall,has different colors,gpt_3_unfiltered,gpt
1744,gold,is used to make things,gpt_3_filtered,gpt
1745,pulpit,has a reading stand,gpt_3_unfiltered,gpt
1746,eye_patch,protects eyes,gpt_3_unfiltered,gpt
1747,panther,has four legs,cslb,human
1748,shovel,has a blade,cslb,human
1749,beetle,a bug,mcrae,human
1750,trumpet,is played in marching bands,gpt_3_filtered_overlap,gpt
1751,cap,is used for storage,gpt_3_unfiltered,gpt
1752,helicopter,has blades,mcrae,human
1753,poinsettia,is used as a decoration,gpt_3_unfiltered,gpt
1754,balloon,used by children,mcrae,human
1755,cloak,is used to keep warm,gpt_3_filtered_overlap,gpt
1756,knee,is part of the human body,gpt_3_filtered,gpt
1757,whip,used for torture,mcrae,human
1758,tractor,used for ploughing,mcrae,human
1759,lily,does reproduce,cslb,human
1760,basket,is old fashioned,cslb,human
1761,drum,has a stick,gpt_3_filtered_overlap,gpt
1762,ship,has decks,mcrae,human
1763,harpsichord,produces sound,mcrae,human
1764,kite,is colourful,mcrae,human
1765,oil,is used for soap,gpt_3_unfiltered,gpt
1766,turnip,a vegetable,mcrae,human
1767,almond,has a taste,gpt_3_filtered,gpt
1768,calf2,has hair on the top of its head,gpt_3_unfiltered,gpt
1769,grasshopper,has a long tongue,gpt_3_filtered_overlap,gpt
1770,key,is round,gpt_3_unfiltered,gpt
1771,handle,is used to close things,gpt_3_filtered,gpt
1772,bridge,has pillars,cslb,human
1773,walrus,is hunted for its meat,gpt_3_filtered,gpt
1774,umbrella,is used in the rain,gpt_3_filtered_overlap,gpt
1775,tortoise,lays eggs,mcrae,human
1776,doll,has hair,mcrae,human
1777,card,is nice to receive,cslb,human
1778,asparagus,eaten by cooking,mcrae,human
1779,pencil,made of lead,mcrae,human
1780,radish,is used to make salads,gpt_3_unfiltered,gpt
1781,cup,is used for coffee,gpt_3_filtered_overlap,gpt
1782,porcupine,is small,gpt_3_filtered_overlap,gpt
1783,jar,is used to store sauce,gpt_3_unfiltered,gpt
1784,ashtray,is used for cigarettes,cslb,human
1785,goldfish,eats plants,gpt_3_filtered_overlap,gpt
1786,football,has a leather cover,gpt_3_filtered,gpt
1787,fossil,is discovered by digging,gpt_3_unfiltered,gpt
1788,faucet,used for regulating,mcrae,human
1789,marmalade,is made of fruit,gpt_3_unfiltered,gpt
1790,gift,is something you give to show love,gpt_3_unfiltered,gpt
1791,rattlesnake,does eat,cslb,human
1792,ruler,has inches,gpt_3_filtered_overlap,gpt
1793,machete,is useful,cslb,human
1794,escalator,is electrical,mcrae,human
1795,candle,is scented,mcrae,human
1796,skin,is a barrier,gpt_3_filtered,gpt
1797,nut,is a seed,gpt_3_unfiltered,gpt
1798,pumpkin,has seeds,mcrae,human
1799,dove,is grey,cslb,human
1800,bouquet,is used for decoration,gpt_3_filtered_overlap,gpt
1801,bull,has horns,gpt_3_filtered,gpt
1802,carriage,is used to carry goods,gpt_3_unfiltered,gpt
1803,copier,is used in business,gpt_3_filtered,gpt
1804,acorn,is brown,gpt_3_unfiltered,gpt
1805,scallop,is eaten as starter,cslb,human
1806,limousine,is luxurious,cslb,human
1807,chandelier,found in dining rooms,mcrae,human
1808,ukulele,has six strings,gpt_3_unfiltered,gpt
1809,dishwasher,is used in the kitchen,gpt_3_filtered_overlap,gpt
1810,submarine,is yellow,gpt_3_filtered_overlap,gpt
1811,rose,has a stalk,cslb,human
1812,cleaver,is used to cut bread,gpt_3_unfiltered,gpt
1813,toothpaste,is made of ingredients,gpt_3_unfiltered,gpt
1814,flea,has antenna,cslb,human
1815,centipede,is thin,cslb,human
1816,banana,grows in tropical climates,mcrae,human
1817,chestnut,is found in Britain,cslb,human
1818,lamb,has a short tail,gpt_3_filtered_overlap,gpt
1819,cake,has fruit,gpt_3_filtered_overlap,gpt
1820,screwdriver,is made of metal,gpt_3_filtered_overlap,gpt
1821,mug,is large,mcrae,human
1822,caterpillar,is eaten by birds,gpt_3_filtered_overlap,gpt
1823,table,has chairs,mcrae,human
1824,football,made of leather,cslb,human
1825,beaver,is dirty,gpt_3_filtered_overlap,gpt
1826,stick,is multipurpose,cslb,human
1827,crossbow,used by firing arrows,mcrae,human
1828,worm,has a body,gpt_3_filtered_overlap,gpt
1829,tripod,has a camera mount,gpt_3_unfiltered,gpt
1830,napkin,has a name,gpt_3_filtered_overlap,gpt
1831,zebra,has a mane,gpt_3_filtered,gpt
1832,nylons,a stockings,mcrae,human
1833,bow1,is a weapon,gpt_3_unfiltered,gpt
1834,termite,is disgusting,cslb,human
1835,pepper2,tastes hot/spicy,mcrae,human
1836,key,opens doors,gpt_3_filtered_overlap,gpt
1837,grenade,is used by the military,gpt_3_filtered_overlap,gpt
1838,makeup,comes in colors,gpt_3_filtered,gpt
1839,thermometer,is used to take body temperature,gpt_3_unfiltered,gpt
1840,cherry,comes in bunches,gpt_3_filtered_overlap,gpt
1841,peg,is used to hang clothes on,gpt_3_filtered_overlap,gpt
1842,screen1,is used by many people,gpt_3_unfiltered,gpt
1843,peacock,is exotic,gpt_3_filtered_overlap,gpt
1844,cup,is used to hold things,gpt_3_unfiltered,gpt
1845,ferry,has oil,cslb,human
1846,paper,is soft,gpt_3_filtered,gpt
1847,sword,has a blade,mcrae,human
1848,lamp,is found in bedrooms,gpt_3_filtered_overlap,gpt
1849,hatchet,is made of steel,gpt_3_filtered_overlap,gpt
1850,cummerbund,is worn on the waist,gpt_3_filtered,gpt
1851,jacket,is worn by adults,gpt_3_unfiltered,gpt
1852,toad,is a character in wind in the willows,cslb,human
1853,bra,has a back,gpt_3_filtered_overlap,gpt
1854,tangerine,is juicy,mcrae,human
1855,hydrant,has a hose pipe,gpt_3_filtered,gpt
1856,granite,is used to build roads,gpt_3_filtered,gpt
1857,goggles,has a nose piece,gpt_3_filtered,gpt
1858,creme_brulee,has a topping,gpt_3_filtered,gpt
1859,baseball,has a seam,gpt_3_filtered,gpt
1860,walker1,is a wheelchair,gpt_3_filtered,gpt
1861,avocado,is eaten in sandwiches,gpt_3_filtered_overlap,gpt
1862,dagger,has an edge,gpt_3_filtered_overlap,gpt
1863,tattoo,is black,gpt_3_unfiltered,gpt
1864,tiger,has fur,cslb,human
1865,vase,has a stand,gpt_3_unfiltered,gpt
1866,mattress,is used for sleep,gpt_3_unfiltered,gpt
1867,skirt,has a waistband,gpt_3_filtered_overlap,gpt
1868,butterfly,is pretty,mcrae,human
1869,seal,has a long neck,gpt_3_filtered_overlap,gpt
1870,telephone_pole,has bark,gpt_3_unfiltered,gpt
1871,weather_vane,is used to indicate wind direction,gpt_3_filtered,gpt
1872,parking_meter,is a device,gpt_3_unfiltered,gpt
1873,soup,is eaten with bread,cslb,human
1874,parachute,has a shape of a cone,gpt_3_unfiltered,gpt
1875,pencil,is wood,gpt_3_filtered,gpt
1876,fox,has a long tail,gpt_3_filtered_overlap,gpt
1877,crocodile,lives in water,mcrae,human
1878,coyote,howls,mcrae,human
1879,pelican,swims,mcrae,human
1880,pickax,is used to dig holes,gpt_3_unfiltered,gpt
1881,olive,is bitter,gpt_3_filtered_overlap,gpt
1882,whistle,made of plastic,mcrae,human
1883,candle,burns,mcrae,human
1884,cherry,does grow,cslb,human
1885,tack,is used to hold papers together,gpt_3_unfiltered,gpt
1886,ukulele,is played with hands,gpt_3_filtered,gpt
1887,sunflower,has petals,cslb,human
1888,clam,has a soft body,gpt_3_filtered_overlap,gpt
1889,toilet_paper,is soft,gpt_3_unfiltered,gpt
1890,blueberry,is juicy,mcrae,human
1891,pajamas,made of silk,mcrae,human
1892,asparagus,is green,mcrae,human
1893,harmonica,is used to make music,gpt_3_filtered_overlap,gpt
1894,armchair,made of foam,cslb,human
1895,cart,is used by the postal service,gpt_3_unfiltered,gpt
1896,bean,has different shapes,gpt_3_filtered_overlap,gpt
1897,clam,is slimy,cslb,human
1898,sock,is long,cslb,human
1899,rhino,does run fast,cslb,human
1900,gyroscope,is a circle,gpt_3_filtered,gpt
1901,fork,is used to cut,gpt_3_filtered,gpt
1902,goat,eats hay,gpt_3_filtered_overlap,gpt
1903,menu,has lists of foods,mcrae,human
1904,cart,is pulled by people,gpt_3_filtered,gpt
1905,grapefruit,is pink,cslb,human
1906,birch,made of cells,cslb,human
1907,playpen,is used for toddlers,gpt_3_filtered,gpt
1908,slime,lives in the ocean,gpt_3_unfiltered,gpt
1909,hyena,runs,gpt_3_filtered_overlap,gpt
1910,wasp,is yellow,cslb,human
1911,airplane,used for passengers,mcrae,human
1912,recliner,has a headrest,gpt_3_filtered,gpt
1913,walrus,swims,mcrae,human
1914,sparrow,a bird,mcrae,human
1915,shell2,different colours,mcrae,human
1916,tape_(scotch),comes in rolls,mcrae,human
1917,notepad,is yellow,gpt_3_filtered,gpt
1918,violin,is white,gpt_3_unfiltered,gpt
1919,bin,is circular,cslb,human
1920,doorbell,is used to inform someone,gpt_3_unfiltered,gpt
1921,stapler,has a cap,gpt_3_filtered,gpt
1922,boy,is a relative of a girl,gpt_3_unfiltered,gpt
1923,submarine,used by the navy,mcrae,human
1924,mop,made of absorbent material,cslb,human
1925,tiger,does roar,cslb,human
1926,road_sign,is used to drive on roads,gpt_3_unfiltered,gpt
1927,hammock,has fabric,gpt_3_unfiltered,gpt
1928,car_seat,has a seat belt,gpt_3_unfiltered,gpt
1929,flip_flop,is painful,cslb,human
1930,prune,has skin,mcrae,human
1931,piecrust,is baked in the oven,gpt_3_unfiltered,gpt
1932,cheese,is sliced,cslb,human
1933,cheese,tastes good,mcrae,human
1934,submarine,is used by the navy,gpt_3_filtered_overlap,gpt
1935,swing,swings,gpt_3_filtered,gpt
1936,razor,has a sharp blade,cslb,human
1937,roof_rack,has a bar,gpt_3_filtered,gpt
1938,armour,is silver,mcrae,human
1939,cloak,is comfortable,gpt_3_filtered_overlap,gpt
1940,salamander,has a long tongue,mcrae,human
1941,platypus,is used for water sports,gpt_3_filtered_overlap,gpt
1942,papaya,has skin,gpt_3_filtered,gpt
1943,polisher,is a tool,gpt_3_filtered,gpt
1944,grape,is edible,gpt_3_filtered_overlap,gpt
1945,squid,is a carnivore,gpt_3_filtered_overlap,gpt
1946,cushion,is fluffy,gpt_3_filtered_overlap,gpt
1947,bench,has a back,cslb,human
1948,wire_cutters,is used to connect electrical devices,gpt_3_filtered,gpt
1949,flypaper,is used to kill,gpt_3_filtered,gpt
1950,suit,is pretty,cslb,human
1951,origami,is used in art,gpt_3_filtered,gpt
1952,dollhouse,is used for display,gpt_3_filtered,gpt
1953,rat,has whiskers,mcrae,human
1954,spider,is hairy,mcrae,human
1955,jar,is made of plastic,gpt_3_filtered_overlap,gpt
1956,raisin,tastes good,gpt_3_filtered_overlap,gpt
1957,hippo,is a herbivore,cslb,human
1958,garter,is worn around the leg,gpt_3_unfiltered,gpt
1959,board_game,is a game,gpt_3_filtered,gpt
1960,lamp,has a switch,mcrae,human
1961,centerpiece,has candy,gpt_3_filtered,gpt
1962,tomato,has flesh,cslb,human
1963,daisy,is yellow,cslb,human
1964,clothes,is worn for warmth,gpt_3_unfiltered,gpt
1965,axe,used in movies/Jason,mcrae,human
1966,octopus,lives in oceans,mcrae,human
1967,crossbow,is used to kill animals,gpt_3_filtered_overlap,gpt
1968,airplane,has a propeller,mcrae,human
1969,whisk,is manual,cslb,human
1970,kaleidoscope,is fun to use,gpt_3_unfiltered,gpt
1971,bench,is made of cement,gpt_3_filtered_overlap,gpt
1972,key,is used to open things,gpt_3_filtered_overlap,gpt
1973,cucumber,is used to eat,gpt_3_filtered_overlap,gpt
1974,dishwasher,has a filter,gpt_3_filtered_overlap,gpt
1975,gurney,is found in the emergency department,gpt_3_unfiltered,gpt
1976,goldfish,does grow,cslb,human
1977,dagger,is associated with pirates,gpt_3_filtered_overlap,gpt
1978,album,is made of paper,gpt_3_filtered,gpt
1979,bullet,has a handle,gpt_3_filtered_overlap,gpt
1980,cockatoo,is found in the wild,gpt_3_filtered,gpt
1981,hedgehog,is nocturnal,cslb,human
1982,vacuum,is noisy,gpt_3_unfiltered,gpt
1983,table,is brown,gpt_3_filtered_overlap,gpt
1984,macadamia,is eaten in candy bars,gpt_3_unfiltered,gpt
1985,tractor,has wheels,gpt_3_filtered_overlap,gpt
1986,broccoli,eaten raw,mcrae,human
1987,rifle,has a barrel,mcrae,human
1988,jug,is blue,gpt_3_unfiltered,gpt
1989,shelves,is useful,mcrae,human
1990,skirt,has a waistband,gpt_3_unfiltered,gpt
1991,napkin,used for wiping hands,mcrae,human
1992,pie,is made of milk,gpt_3_filtered_overlap,gpt
1993,cushion,is made of fabric,gpt_3_filtered,gpt
1994,lavender,is used to make sachets,gpt_3_unfiltered,gpt
1995,jacket,has pockets,cslb,human
1996,slug,is a shellfish,gpt_3_filtered,gpt
1997,piano,is played by a pianist,gpt_3_filtered_overlap,gpt
1998,taxi,has a trunk,gpt_3_unfiltered,gpt
1999,ski_boots,is worn on the feet,gpt_3_unfiltered,gpt
