concept,answer,concept_id,run_nr
elephant," It is big, it is grey, it is wrinkly, it has a trunk, it has tusks, it has a long tail, it has big ears, it is used in circuses, it is used for rides, it is used for rides in the zoo, it is used for rides in the circus and it eats bananas.",elephant,8
envelope," It is paper, it has a seal, it is used to send letters, it is rectangular, it has a flap, it is used to send mail, it is used for letters, it is used to send postcards, it is white and it has a stamp.What are the properties of a stamp? It is round, it is",envelope,8
fence," It is made of wood, it is used for privacy, it is used to keep people out, it is used for security, it is used to keep things in, it is used for decoration, it has nails, it has wood, it has holes and it has paint.What are the properties of a table? It is made of wood",fence,8
flamingo," It is pink, it is a bird, it has a long neck, it has a long beak, it has feathers, it has wings, it is pink and white, it is a tropical bird, it lives in Africa, it eats small fish and it is endangered.What are the properties of an elephant? It is large, it",flamingo,8
flute," It is long, it is wood, it is hollow, it is used in music, it is a wind instrument, it has holes, it is played by blowing air into it, it has a hole at one end, it has a mouthpiece and you blow into the other end.What are the properties of a violin? It is long",flute,8
football," It is round, it is used in football, it is made of leather, it is used in sports, it has air inside, it is used for games, it has a hole in the middle, it has a net, it is white and it is red.What are the properties of a tennis ball? It is round, it is",football,8
fork," It is used for eating, it is used for cooking, it is a utensil, it is a tool, it has prongs, it has four prongs, it is made of metal, it is used for eating meat and fish and it is used for eating food.What are the properties of a knife? It is used for",fork,8
fox," It is small, it is furry, it has a bushy tail, it has sharp teeth, it can run fast, it can climb trees, it is cunning, it has a pointed nose, it eats chickens and eggs, it is used for fur coats and it is hunted in the wild.What are the properties of a rabbit? It",fox,8
frog," It is green, it is slimy, it lives in water, it eats flies, it is amphibian, it has a long tongue, it jumps and it has legs.What are the properties of a spider? It has eight legs, its body is divided into two parts, it has eight eyes, its body is hairy and it has",frog,8
garlic," It is a vegetable, it is small, it is juicy, it is used in cooking, it is a herb, it grows on trees, it is a bulb, it has skin, it tastes spicy and it can be used as a medicine.What are the properties of an onion? It is small, it is juicy, it has skin",garlic,8
gate," It is made of wood, it has hinges, it has a handle, it is used to enter and exit, it is used to keep things in and out, it is used for security, it has a lock, it is used to keep people out and it is used to keep things in.What are the properties of an apple? It",gate,8
giraffe," It is tall, it is a mammal, it has a long neck, it has spots, it has stripes, it has long legs, it is a herbivore, it is an animal, it has hooves, it eats plants, it eats leaves and grasses, it lives in Africa and it is an animal.What are the properties",giraffe,8
goat," It is a mammal, it has horns, it is used for milk, it is used for meat, it has fur, it has hooves, it has a beard, it is used for farming, it is used for petting and it eats grass.What are the properties of a pig? It is a mammal, it has four legs",goat,8
goldfish," It is a fish, it has a bowl, it is kept in a bowl, it is kept in a tank, it is gold, it has fins, it is kept in water, it swims around the tank and it has a swim bladder.What are the properties of an apple? It is red, it is round, it grows",goldfish,8
goose," It is a bird, it is used for food, it is used for eating, it has a long neck, it has a long body, it flies, it has a beak, it has wings and it has feathers.What are the properties of a chicken? It is white, it is used for food, it is used for eating",goose,8
gorilla," It is an animal, it is large, it is hairy, it is strong, it eats bananas, it is used for zoo, it has long arms, it lives in Africa, it is used for circus, it has big teeth and it eats leaves.What are the properties of a tiger? It is an animal, it has stripes,",gorilla,8
grape," It is small, it is oval, it tastes sweet, it is a fruit, it grows on trees, it is used for wine, it is purple or black, it has seeds, it is used for juice, it is eaten by peeling and it has peel.What are the properties of an apple? It is red or green,",grape,8
grapefruit," It is yellow, it is used in cooking, it is a fruit, it tastes sour, it grows on trees, it is used for juice, it is a citrus fruit, it has seeds, it tastes tart, it has peel and it is eaten with cheese.What are the properties of an orange? It is round, it is used",grapefruit,8
grasshopper," It is green, it is small, it has wings, it is a bug, it has six legs, it is an insect and it has eyes.What are the properties of a monkey? It is brown, it is hairy, it has fur, it has a tail and it can climb trees.What are the properties of a gir",grasshopper,8
grater," It is made of plastic, it is used to grate cheese, it is used to grate carrots, it is used to grate ginger and it grates food.What are the properties of a knife? It is sharp, it is used to cut food, it has a handle and it has a blade.What are the properties of a fork",grater,8
grenade," It is small, it is used in cooking, it is round, it has seeds, it has skin, it grows on trees, it is a fruit, it tastes sour, it is juicy, it is used for drinks and it has peel.What are the properties of an orange? It is yellow, it grows on trees, it is",grenade,8
guitar," It is used in music, it is played by strumming, it is used for rock, it has strings, it is used for rock n' roll, it has frets, it is shaped like a triangle, it has wood, it is used with an amplifier, it is made of metal and it has a neck.What are",guitar,8
gun," It is dangerous, it is used for hunting, it is used for protection, it is used by the police, it is used in war, it is used for killing, it is used to shoot people, it can cause death, it has bullets and it can be stolen.What are the properties of a fork? It has four tines",gun,8
hammer," It is used for nails, it is used to hit nails, it has a handle, it is used for woodworking, it has a head, it has a claw, it is used for carpentry, it is made of metal and it is heavy.What are the properties of a saw? It is used to cut wood, it has",hammer,8
hamster," It is small, it is brown, it is furry, it has a tail, it has ears, it has whiskers, it has a long tail, it is a mammal, it has fur, it has claws and it has teeth.What are the properties of a cat? It is furry, it is small, it has whiskers",hamster,8
harmonica," It is a musical instrument, it is played with air, it is played with a mouth, it is made of plastic, it has holes, it has a mouth piece, it is used to play music and it is used to play the blues.What are the properties of a trumpet? It is a musical instrument, it is played with air",harmonica,8
harp," It is a musical instrument, it has strings, it is used in classical music, it is played by women, it is played by men, it has a long neck, it is a stringed instrument, it has a hole in the middle and it is used for classical music.What are the properties of a piano? It is black and",harp,8
hatchet," It is used to chop wood, it is sharp, it is used for cutting wood, it has a handle, it is used for carpentry, it is a tool, it has a blade, it is a tool and it is used for cutting trees.What are the properties of a screwdriver? It is long, it has a handle",hatchet,8
hawk," It is a bird, it is black, it is brown, it has wings, it flies and it has feathers.What are the properties of a rabbit? It is furry, it hops, it is small, it has long ears, it has whiskers and it has a long tail.What are the properties of a squirrel? It",hawk,8
helicopter," It is used for travel, it can fly, it is used for military, it has propellers, it can go up and down, it has a pilot, it is used for rescue, it has a basket and it has a rope.What are the properties of a kite? It is for flying, it is made from paper,",helicopter,8
helmet," It is hard, it protects the head, it is used for football, it is made from plastic, it is used for cycling, it has a visor, it is used for motorbikes, it is black and it has a strap.What are the properties of a skateboard? It is made from wood, it has wheels,",helmet,8
hoe," It is used for gardening, it is used for digging, it is used for farming, it is used to weed, it is used for cutting, it is used for making channels, it is made of steel, it has a handle, it has a blade and it is sharp.What are the properties of a saw? It is used for",hoe,8
horse," It is a mammal, it has a mane, it is a herbivore, it has hooves, it has four legs, it eats grass, it lives in Africa, it is used for riding, it is fast and it has a tail.What are the properties of a dog? It is a mammal, it has fur,",horse,8
hose," It has water, it is used for watering the plants, it is used for watering the garden, it is long, it has a round end and it is used for cleaning.What are the properties of a broom? It is used for sweeping, it has a handle, it has bristles and it is used to clean the floor.What",hose,8
hyena," It is a mammal, it is a carnivore, it is an animal, it has fur, it is a dog, it has sharp teeth, it likes to eat meat and it has a long tongue.What are the properties of an octopus? It is an invertebrate, it has arms, it is a sea animal, it",hyena,8
iguana," It is a lizard, it is a reptile, it is green, it has scales, it is a pet, it has a tail, it is used for pets and it is used to be an animal.What are the properties of a kangaroo? It is big, it has a pouch, it hops and it has a tail",iguana,8
jacket," It is used for cold weather, it is worn on top of clothes, it is used for rain, it is used for warmth, it is long sleeved, it has buttons, it is made of wool, it has a collar, it has a zipper and it is worn in the winter.What are the properties of a coat? It",jacket,8
jar," It is glass, it has a lid, it is used for food, it is used for storage, it can be stored in the cupboard, it is used to preserve food, it is used to hold food, it is round, it is airtight, it can be stacked and it has a handle.What are the properties of a",jar,8
jeans," It is used for clothing, it is blue, it is used in pants, it is made of cotton, it is worn by teenagers, it has pockets, it has buttons, it has a zipper, it is used for trousers, it is used for jeans, it has colour and it has fabric.What are the properties of a t-",jeans,8
jeep," It is yellow, it is used for military purposes, it is used for the army, it has four wheels, it has a steering wheel, it is used for off-road driving, it is used to transport soldiers and it is used to transport supplies.What are the properties of a chair? It is brown, it has legs, it",jeep,8
kettle," It is small, it is used for tea, it is made of metal, it has a handle, it has a spout, it boils water, it is used for water, it has a lid, it is used for making tea and it has a whistle.What are the properties of a teapot? It is small, it",kettle,8
key," It is small, it is round, it is used for car locks, it is silver, it has a ring, it is metal, it is used for doors, it opens locks, it is used for cars, it has teeth and it opens.What are the properties of a screwdriver? It is small, it has a pointy",key,8
kite," It is red, it has a tail, it has a string, it flies high in the sky, it is long and narrow, it is made of paper and it has a hole in the middle.What are the properties of a cricket? It has wings, it has antennae, it has six legs, it is black and white and it",kite,8
knife," It cuts, it is sharp, it is used in cooking, it is used for cutting food, it is used to slice vegetables, it has a handle, it has a blade and it is used in the kitchen.What are the properties of a spoon? It is used for eating soup, it is small, it has a handle and it",knife,8
ladle," It is used in cooking, it is used for soups, it is used for puddings, it is made of metal, it is spade shaped, it has a handle, it has a bowl, it is wooden and it is used for stirring.What are the properties of a bag? It is made of plastic, it has handles",ladle,8
lamb," It is small, it is cute, it is used for meat, it has wool, it is used for food, it is a mammal, it has horns, it has hooves, it can be eaten and it has fur.What are the properties of a cow? It is large, it is used for meat, it has fur,",lamb,8
lamp," It is yellow, it is used for reading, it is small, it has a switch, it is used for lighting, it has a bulb, it has a shade, it is used for lighting, it is used for reading and it is used for studying.What are the properties of a candle? It is white, it has wax,",lamp,8
lantern," It is round, it is paper, it is small, it has a candle, it is used for decoration, it can be hung and it has a handle.What are the properties of a candle? It is white, it is wax, it is used for light, it has a wick and it can burn.What are the",lantern,8
lemon," It is yellow, it is used in cooking, it grows on trees, it is used for juice, it is a fruit, it has seeds, it tastes sour, it is citrus, it is used for lemonade, it is used for drinks, it is juicy, it has peel, it is oval, it is used for tea, it",lemon,8
leopard," It is big, it is dangerous, it has spots, it has a tail, it is wild, it eats meat, it is a mammal and it can climb trees.What are the properties of an elephant? It is big, it is grey, it has tusks, it has a trunk and it can use its trunk to grab",leopard,8
lettuce," It is a vegetable, it is green, it is a leaf, it is eaten raw, it is used for salads, it has seeds, it has skin and it grows on plants.What are the properties of a kiwi fruit? It is green, it is a fruit, it tastes sweet, it grows on trees, it is",lettuce,8
lime," It is small, it is juicy, it is used in sprite, it grows on trees, it is a fruit, it is green, it is citrus, it tastes sour, it is used for drinks, it is like a lemon, it has seeds, it tastes tart and it is used in alcoholic drinks.What are the properties of an apple",lime,8
limousine," It is big, it is expensive, it is black, it is a car, it has wheels, it has seats, it has windows, it is long, it is used for business meetings and it is used for business.What are the properties of a car? It is big, it has wheels, it has doors and windows, it",limousine,8
lion," It is a mammal, it has mane, it is a big cat, it is a predator, it has claws, it is dangerous, it has a tail, it is used in circuses and zoos and it roars.What are the properties of a tiger? It is striped, it is a big cat, it is a",lion,8
lobster," It is red, it is used in cooking, it grows on the sea, it is a crustacean, it has claws, it is spiny, it has pincers, it has legs, it has antennae, it has feelers and it is eaten with butter.What are the properties of a tomato? It is red",lobster,8
machete," It is a knife, it is used in gardening, it is used for cutting, it is used for cutting grass, it has a blade, it is sharp, it cuts leaves and it is used in the jungle.What are the properties of a mango? It is yellow, it tastes sweet, it is round, it grows on trees,",machete,8
marble," It is round, it is shiny, it is smooth, it is white, it is used for games, it is used for toys, it has holes, it has numbers on it, it is used for games, it has dots on it, it is hollow and it is used to play marbles.What are the properties of a mel",marble,8
microscope," It is used for looking at small things, it magnifies images, it is used for science, it has a light, it has a lens and it is used for biology.What are the properties of a telescope? It is used for looking at far away things, it has a lens and it is used for astronomy.What are the",microscope,8
microwave," It is a kitchen appliance, it cooks food, it is used for cooking, it is used for warming food, it is used for reheating food, it is used for cooking vegetables, meat and fish, it cooks food quickly and it is used for defrosting food.What are the properties of a microwave oven? It cooks food quickly",microwave,8
mirror," It is shiny, it is flat, it is an object, it is reflective, it has a frame, it is used for shaving, it is used for makeup and it is used for looking at yourself.What are the properties of a book? It has pages, it has writing, it has a cover, it has chapters and it is",mirror,8
moose," It is big, it is brown, it has antlers, it is an animal, it has fur, it is long-legged, it is used for hunting, it eats leaves and it eats wood.What are the properties of a mosquito? It is small, it has wings, it flies, it stings, it bites and it",moose,8
moth," It has wings, it is small, it flies, it is a bug, it is furry, it is used in wool and it is an insect.What are the properties of a spider? It has eight legs, it is furry, it has a body and it has fangs.What are the properties of a fly? It has",moth,8
motorcycle," It is big, it is fast, it has two wheels, it is used for transportation, it is used for racing, it has a motor, it is made of metal, it is used in the army, it has a seat, it has wheels, it is black and it has a gas tank.What are the properties of an umbrella",motorcycle,8
mug," It is white, it has a handle, it is used for tea, it is used for hot drinks, it is ceramic, it is used for coffee, it is used for hot chocolate, it has a lid, it has a handle, it is used for milk, it has a spout and it has a handle.What are the",mug,8
mushroom," It is small, it is brown, it is used in cooking, it grows on trees, it is a fungus, it has spores, it has gills, it is edible, it has skin and it is used in salads.What are the properties of a pear? It is round, it is juicy, it is used in cooking,",mushroom,8
napkin," It is white, it is used for table cloths, it is used for food, it is used for restaurants, it is made of cotton, it has a shape, it has a size, it is absorbent, it is soft and it has a purpose.What are the properties of a calculator? It is electronic, it has buttons",napkin,8
necklace," It is worn around the neck, it is made of metal, it has pearls, it is worn by girls, it is used for decoration, it has a clasp, it is gold, it is used for fashion and it has a pendant.What are the properties of a teddy bear? It has fur, it is big,",necklace,8
octopus," It has tentacles, it has eight legs, it is a sea creature, it lives in water, it has a beak, it is used in sushi, it is used for food and it is a sea animal.What are the properties of a pig? It has four legs, it has hooves, it is pink, it has curly",octopus,8
olive," It is green, it is an oil, it grows on trees, it is a fruit, it tastes bitter, it is used for cooking, it is a drupe, it has skin and it has pit.What are the properties of a peach? It is round, it is yellow, it is juicy and sweet, it grows on trees",olive,8
orange," It is orange, it is round, it is juicy, it is used for juice, it grows on trees, it is a fruit, it has seeds, it tastes sour, it is citrus and it is used for drinks.What are the properties of a pear? It is small, it is used in cooking, it has seeds, it",orange,8
ostrich," It is a bird, it has feathers, it has a long neck, it is big, it has a long legs, it is strong, it can run fast, it can fly and it can eat meat.What are the properties of a dove? It is white, it is small, it has a long legs, it has wings and",ostrich,8
otter," It is furry, it has whiskers, it is a mammal, it has a tail, it lives in the sea, it is an animal, it has claws, it has webbed feet, it eats fish, it eats water plants and it is a carnivore.What are the properties of a dolphin? It is a mammal, it",otter,8
oven," It is heated, it is used for cooking, it is used for baking, it is used for roasting, it has a door, it has an inside, it has an outside, it has an oven rack and it is used to cook food.What are the properties of a stove? It is heated, it is used for cooking,",oven,8
owl," It is brown, it has feathers, it is a bird, it can fly, it can see at night, it is nocturnal, it lives in trees, it has big eyes, it has a big beak, it has a sharp claw and it eats mice.What are the properties of a crocodile? It is green and",owl,8
panther," It is a large cat, it is black, it has a long tail, it has spots, it is a carnivore, it has big teeth, it has whiskers, it is used for hunting, it can climb trees and it eats meat.What are the properties of a lion? It is yellow, it has a mane,",panther,8
parsley," It is green, it is used in cooking, it is a herb, it grows on the ground, it is used for garnish, it is used for soup, it is an herb, it has leaves, it tastes bitter, it has seeds, it is eaten fresh and it is eaten cooked.What are the properties of a pepper?",parsley,8
peach," It is yellow, it is juicy, it is a fruit, it has seeds, it tastes sweet, it grows on trees, it is oval, it has skin and it is eaten by peeling.What are the properties of an apple? It is red, it is round, it is juicy, it has seeds, it tastes sweet,",peach,8
peacock," It is colourful, it is a bird, it has feathers, it has a long tail, it is used for decoration, it is an exotic bird, it eats worms, it is used for zoos, it is used for pets, it has a long neck, it is used for food and it can fly.What are the properties of",peacock,8
pear," It is oval, it is sweet, it is eaten raw, it is a fruit, it is juicy, it grows on trees, it has seeds, it tastes good, it has skin and it is eaten in pies.What are the properties of a peach? It is oval, it is sweet, it has skin, it grows on trees",pear,8
peg," It is a wood, it is used in carpentry, it is used for pegs, it is used for glue and it is used for nails.What are the properties of a nail? It is a metal, it is used in carpentry, it is used for nails, it is used for wood and it has head.What",peg,8
pelican," It is big, it is white, it has a bill, it is a bird, it has wings, it has feathers, it is used for fishing, it lives in Africa and it is used as a pet.What are the properties of a dog? It is big, it has fur, it has four legs, it barks,",pelican,8
pen," It is used for writing, it has ink, it has a nib, it has a cap, it is used to write, it is used for work, it is black, it is made of plastic, it has a clip and it is used in school.What are the properties of a pencil? It is used for writing, it has",pen,8
pencil," It is made of wood, it is used for writing, it has a point, it has a rubber at the end, it has a lid, it is used for drawing and it is used for colouring.What are the properties of a mirror? It is shiny, it is used for checking your appearance, it reflects light, it is",pencil,8
penguin," It is black and white, it lives in the Antarctic, it is waddling, it has black feet, it has a black beak, it has white feathers, it swims in the sea, it is small, it has wings and it is black and white.What are the properties of an elephant? It is big, it",penguin,8
piano," It is made of wood, it has 88 keys, it is used to play music, it has strings, it has a keyboard, it is used to play music, it is used to play jazz music, it is played by a pianist, it has a lid, it has pedals and it is played by a pianist.What are",piano,8
pie," It is sweet, it is a dessert, it is a baked good, it has a crust, it has fruit, it has a top and bottom, it is round, it is eaten with a fork and knife, it has filling, it contains flour and it contains sugar.What are the properties of an orange? It is red, it",pie,8
pig," It is pink, it is used for bacon, it is used for ham, it is used for pork, it is used for sausages, it is a mammal, it has hair, it has a curly tail, it has hooves, it has a snout and it has a flat nose.What are the properties of a cow",pig,8
pigeon," It is a bird, it has wings, it lives in cities, it has a beak, it has feathers, it is grey, it eats bread, it is a dove, it sits on your shoulder and it is used for racing.What are the properties of a seagull? It is a bird, it has wings, it",pigeon,8
pillow," It is soft, it is used for sleeping, it is yellow, it is used for resting, it is used for sleeping, it has a cover, it is used at night, it is rectangular, it has a pillow case, it is used on beds and it can be bought.What are the properties of a bed? It has a cover",pillow,8
pineapple," It is yellow, it is round, it is juicy, it grows on trees, it is a fruit, it tastes sweet, it has seeds, it tastes sour, it is used in cooking, it is used for drinks, it has skin and it is used for juice.What are the properties of an apple? It is red, it",pineapple,8
platypus," It is a mammal, it is a duck-billed, it is a monotreme, it is a mammal, it has fur, it has webbed feet, it has a bill like a duck's bill, it has a flat tail and it lives in or near water.What are the properties of a koala? It is",platypus,8
pliers," It is used in mechanics, it is used for cutting wires, it is used for crimping, it is used for twisting wires, it has a handle, it has a jaw and it can cut wires.What are the properties of a screwdriver? It is used in mechanics, it has a handle and it has a blade.What",pliers,8
plum," It is purple, it is sweet, it is a fruit, it is used in jams, it tastes good, it is used in pies, it grows on trees, it is a stone fruit, it is used for cooking, it has seeds, it has skin and it is eaten raw.What are the properties of an apple? It is",plum,8
pony," It is a horse, it is small, it has a mane, it is furry, it has a tail, it is used in riding, it is used in races, it has hooves and it eats grass.What are the properties of a parrot? It is used in zoos, it is a bird, it has a",pony,8
porcupine," It is grey, it has quills, it has fur, it has spines, it is prickly, it is used for protection, it is used for clothing, it is used for quills, it is used for hair, it has sharp quills and it is used to make baskets.What are the properties of a horse?",porcupine,8
potato," It is white, it is grown on farms, it is grown underground, it is grown in dirt, it grows on vines, it is a vegetable, it is used for chips, it has skin, it is cooked at home and it is eaten in pies.What are the properties of an egg? It has white and yolk, it comes",potato,8
projector," It is round, it is silver, it is used for TV, it has a screen, it is used for films, it is old fashioned, it has a remote control, it has a lamp and it is used for films.What are the properties of a computer? It is rectangular, it is used for games, it is silver,",projector,8
prune," It is small, it is dried, it is black, it is used in cooking, it grows on trees, it is a fruit, it tastes sweet, it is used for baking and it has seeds.What are the properties of a melon? It is yellow, it is shaped like a melon, it grows on trees, it",prune,8
pumpkin," It is orange, it is used for jack-o-lanterns, it grows on vines, it is a fruit, it is round, it has seeds, it is used for pie filling, it tastes sweet, it tastes like squash and it is used in pies.What are the properties of a pineapple? It is yellow and green",pumpkin,8
rabbit," It has fur, it has whiskers, it has ears, it is small, it is cute, it is a mammal, it is a pet, it eats carrots and lettuce, it is used for wool and fur and it is used for Easter.What are the properties of a cat? It has fur, it has whiskers, it has",rabbit,8
raccoon," It is black, it is nocturnal, it has a mask, it is omnivorous, it has fur, it has claws, it has a tail, it is used for pets, it is used for food, it is used for clothing and it is used for medicine.What are the properties of a parrot? It is",raccoon,8
radio," It is used for music, it is used for news, it has batteries, it has wires, it has buttons for changing the station, it has speakers, it plays music, it plays songs and it is used for entertainment.What are the properties of a television? It is used for films, it has wires, it has buttons for changing",radio,8
radish," It is red, it is used for salads, it is used for cooking, it is a vegetable, it is small, it has seeds, it is used for radish seeds, it is used for radishes, it has skin and it tastes sharp.What are the properties of a cucumber? It is long, it is green,",radish,8
raft," It is a vehicle, it is a boat, it has a sail, it is used for fishing, it is used for water sports, it is made from wood, it has oars, it can hold many people, it has a motor, it has a cabin and it floats on water.What are the properties of a yacht? It",raft,8
raisin," It is brown, it is sweet, it is a fruit, it is dried, it is chewy, it is wrinkled, it has seeds and it is used in cooking.What are the properties of a peach? It is yellow, it is oval, it is juicy, it has skin, it tastes sweet and it grows on trees",raisin,8
rake," It is used to clean leaves, it has a handle, it has teeth, it is used for gardening, it has a head, it is used to collect leaves, it has a metal blade and it is used to rake leaves.What are the properties of a broom? It is long, it has a handle, it is made of wood",rake,8
raspberry," It is small, it is juicy, it is red, it is a fruit, it grows on bushes, it is used in cakes, it is a berry and it tastes sweet.What are the properties of a strawberry? It is red, it is round, it is juicy, it grows on bushes, it has seeds, it has",raspberry,8
rat," It is a mammal, it has a tail, it has fur, it has whiskers, it is a pest, it is a rodent, it lives in sewers, it is a gray color and it has a pointed nose.What are the properties of an elephant? It is gray, it has tusks, it has a trunk",rat,8
rattle," It is round, it is plastic, it is small, it makes noises, it is used for babies, it has a handle, it is painted, it has beads inside, it is used for children to play with and it makes noise.What are the properties of a toy car? It is small, it has wheels, it is made",rattle,8
rattlesnake," It is a reptile, it is dangerous, it has poison, it is an animal, it lives in the desert, it has scales, it has a rattle, it is a snake and it is very dangerous.What are the properties of a spider? It has eight legs, it has a body, it spins a web, it",rattlesnake,8
razor," It is made of metal, it is used for shaving, it is sharp, it has a handle, it has a blade, it is used for shaving hair and it has a safety guard.What are the properties of a spoon? It is made of metal, it is used for eating, it is used for stirring food and it has a",razor,8
revolver," It is a gun, it has bullets, it is used in war, it is used in killing, it has a trigger, it is used in murder cases, it is used in crimes, it is used in gangs, it has a handle and it is used by the army.What are the properties of a truck? It is big,",revolver,8
rhubarb," It is a vegetable, it is a root, it is a fruit, it is red, it is used in pies, it tastes sweet, it is used in desserts, it has skin, it is boiled and it is eaten in pies.What are the properties of a tomato? It is red, it is a fruit, it has seeds",rhubarb,8
rice," It is a grain, it is grown in fields, it is eaten as food, it grows in water, it is grown in water, it is used for sushi, it is used for cooking, it is used for rice puddings, it has seeds and it is used as a cereal.What are the properties of a potato? It",rice,8
rifle," It is used for hunting, it is a gun, it has bullets, it is used for killing animals, it is long, it has a trigger, it has a safety catch, it is used to kill animals for meat, it can kill people and it can be used for protection.What are the properties of a dog? It has fur",rifle,8
ring," It is shiny, it is made of gold, it is used for engagement, it has diamonds, it is used for marriage, it is a band, it has a size, it has a stone and it is worn on the finger.What are the properties of an apple? It is red or green, it grows on trees, it is",ring,8
robe," It is white, it is used for clothing, it is worn by monks, it is used for ceremonial clothing, it is worn by women, it is worn by men, it is used for wedding dresses, it has a collar and it has buttons.What are the properties of a banana? It is yellow, it grows on trees, it",robe,8
rock," It is hard, it is heavy, it is used as a weapon, it can be used as a paperweight, it is grey, it is used as a building material, it can be used as a weapon and it can be used as a paperweight.What are the properties of an orange? It is round, it is small,",rock,8
rocket," It is green, it is a salad, it grows on trees, it is a herb, it is used for sandwiches, it has leaves, it is spicy, it tastes hot and it is used in Italian food.What are the properties of an orange? It is juicy, it is a fruit, it grows on trees, it is a",rocket,8
rope," It is long, it is used for climbing, it is made of cotton, it is used for climbing trees, it is used for the army, it is made of fibres, it is used for tying things, it is used for climbing mountains, it is strong and it has a core.What are the properties of a tree? It",rope,8
ruler," It is used for measuring, it is hard, it is made of wood, it has a handle, it is thick, it is long, it has numbers on it, it is used for drawing straight lines and it is used for drawing circles.What are the properties of a book? It is made of paper, it has pages, it",ruler,8
sandpaper," It is used for sanding, it is rough, it is made of sand, it is used to sand wood, it is used for polishing, it is used to smooth wood and it is used to polish shoes.What are the properties of a snowman? It is made of snow, it has a carrot nose, it has buttons",sandpaper,8
sardine," It is small, it is canned, it is eaten by peeling, it is canned fish, it is a fish, it has skin, it has bones, it is canned seafood, it is used in cooking, it has bones and it has skin.What are the properties of a tomato? It is red, it grows on vines,",sardine,8
saxophone," It is a musical instrument, it is played by blowing, it is made of wood, it is played in an orchestra, it has a mouthpiece, it has keys and it has a reed.What are the properties of a violin? It is a musical instrument, it is played by plucking, it has four strings, it is",saxophone,8
scarf," It is long, it is worn by women, it is made from wool, it is worn around the neck, it is used for warmth, it is made from cotton, it keeps you warm, it is used for fashion, it has a pattern, it keeps you warm in winter and it can be worn in winter.What are the properties",scarf,8
scissors," It is used for cutting, it is used for paper, it is used for cutting paper, it has two handles, it is sharp, it is used for cutting paper, it has two blades and it has a handle.What are the properties of a screwdriver? It is used for turning screws, it has a flat blade, it has",scissors,8
screwdriver," It is a drink, it is alcoholic, it is a cocktail, it contains vodka, it is made of orange juice and vodka, it has ice, it has orange juice and vodka, it tastes like oranges and it has ice.What are the properties of a glass? It is used for drinking, it can hold liquids, it has a",screwdriver,8
seagull," It is white, it is a bird, it has wings, it has feathers, it has a beak, it can fly, it can eat fish and it lives near the sea.What are the properties of an elephant? It is big, it is grey, it has a trunk, it has tusks and it has a tail",seagull,8
seal," It is white, it is a mammal, it is used for fur, it lives in water, it has whiskers, it is used for food and it has fur.What are the properties of a shark? It is brown, it lives in water, it has teeth and it is a fish.What are the properties of a dolphin",seal,8
seaweed," It is slimy, it is used for sushi, it is green, it is used in Chinese food, it grows on rocks, it is a vegetable, it is used in salads, it tastes good, it is used in Japanese food, it has vitamin A and C and it is eaten raw.What are the properties of a cucumber",seaweed,8
shawl," It is used for cold weather, it is made of wool, it is used for warmth, it is worn around the neck, it is white, it has a fringe, it covers shoulders, it is used for warmth, it has a hood, it has a collar and it is used to keep warm.What are the properties of a scarf",shawl,8
sheep," It is woolly, it has wool, it is used for meat, it has horns, it has hooves, it has fleece, it is used for wool, it is used for meat, it is used for wool, it has an udder and it can be shorn.What are the properties of a cow? It",sheep,8
shield," It is round, it is white, it is a food, it is a fruit, it has seeds, it has peel, it is eaten by peeling and it is eaten at Christmas.What are the properties of a cherry? It is small, it grows on trees, it is red, it tastes sweet, it is a fruit,",shield,8
ship," It is big, it is used for transport, it is used on water, it is used for fishing, it has a motor, it has sails, it can be big or small, it has a crew, it has a captain, it is used for trade, it has a flag and it can sink.What are the properties of an",ship,8
shirt," It is white, it is made of cotton, it is used for clothes, it has buttons, it has sleeves, it has a collar, it is long, it is worn on the body, it is used for work and it can be washed.What are the properties of a jacket? It is black, it is made of leather,",shirt,8
shovel," It is used for digging, it is used for gardening, it is made of metal, it is used for planting flowers, it is used for digging holes, it has a handle, it has a blade and it is used by gardeners.What are the properties of a fork? It is made of metal, it has tines, it",shovel,8
shrimp," It is small, it is a sea creature, it is a shellfish, it is pink, it has a tail, it has whiskers, it lives in water, it lives in salt water, it has eyes and it has legs.What are the properties of a crab? It is small, it is a sea creature, it has",shrimp,8
sink," It is white, it is used for cleaning, it is made of porcelain, it is used for washing, it has a faucet, it has a drain, it has a garbage disposal and it is used for dishes.What are the properties of a toothbrush? It is white, it is used for brushing teeth, it",sink,8
skateboard," It is used for transportation, it is used for tricks, it is used for sports, it has wheels, it has a deck, it has a tail and it is made of wood.What are the properties of a bike? It is used for transportation, it has wheels, it has handlebars, it has gears and it is made of",skateboard,8
skirt," It is long, it is worn by women, it is worn at work, it has material, it has a hem, it is used for dresses and it is made of wool.What are the properties of a dress? It is long, it is worn by women, it is worn at work, it has material, it has a hem",skirt,8
skunk," It is small, it is black, it is used in perfume, it has a bad smell, it is used for perfume, it grows on trees, it is a mammal, it has fur, it is used in perfume, it has teeth and it is used in cologne.What are the properties of a penguin? It is black",skunk,8
snail," It has eyes, it has a shell, it has horns, it is used for food, it is brown, it is slow, it lives in the garden, it lives in the ground, it has a shell and it is slimy.What are the properties of a worm? It is small, it is thin, it eats plants,",snail,8
